title,authors,publisher,year,rating,ratings_count,pages,domain,tags,framework_ref,categories,isbn,url,summary,source,collected_at
Active listening,Max Editorial,Editora Bibliomundi,2023,,,29,Communication,communication|listening|body-language,none,Self-Help,9781526032171,https://play.google.com/store/books/details?id=UwkLEAAAQBAJ&source=gbs_api,"LIGHTNING PROMOTION ””””””””””””””””””””””””””” >We can all recall situations where we have utterly failed to listen to what someone else is saying. For various reasons, we are simply not taking in anything useful. How many times have you been introduced to a person by name only to not know what their name is thirty seconds later?The reason this happens is because you have failed to actively listen. By italicizing the word “actively”, it might suggest that actively listening is different to plai",Google Books,2026-08-30
Active Listening,Oliver Hast,,2022,,,0,Communication,communication|listening|nonverbal,none,,9781774858288,http://books.google.com/books?id=cuZkzwEACAAJ&dq=active+listening+skills&hl=&as_pt=BOOKS&source=gbs_api,"The ESSENTIALS for listening are already within you - that is the basic belief expressed in this simple and practical book. Even without knowledge of the techniques of active listening, the reader will be brought to the realization that he/she possesses all that is needed for listening well. Listening is the forgotten communication skill, but arguably, the most significant. It is a crucial part of our ability to engage and communicate with others. Listening actively, however, takes this skillset",Google Books,2026-08-30
"Active Listening: Improve Your Ability to Listen and Lead, Second Edition",Center for Creative Leadership,Center for Creative Leadership,2019,,,38,Relationship Management,leadership|trust|relationship,none,Business & Economics,9781604919387,https://play.google.com/store/books/details?id=wr6tDwAAQBAJ&source=gbs_api,"Listening well is an essential component of good leadership. You can become a more effective listener and leader by learning the skills of active listening. Working relationships become more solid, based on trust, respect, and honesty. Active listening is not an optional component of leadership; it is not a nicety to be used to make others feel good. It is, in fact, a critical component of the tasks facing today’s leaders. In this new edition, we’ve added tips and advice dealing with virtual act",Google Books,2026-08-30
Active Listening,Joseph Sorensen,Joseph Sorensen,2019,,,0,Communication,communication|listening|speaking,none,,9781801187305,http://books.google.com/books?id=o_FbzwEACAAJ&dq=active+listening+skills&hl=&as_pt=BOOKS&source=gbs_api,"Are you looking to improve your skills in the areas of listening and speaking?Are you interested in building successful relationships in your personal and professional life and business? If your answer to any of these questions is to the affirmative, then this book is the perfect solution for you. Active Listening is for those looking for practical tools that they can incorporate that will help them improve on their skill levels in the areas of listening, speaking, and building of relationships.",Google Books,2026-08-30
The Art of Active Listening,Richard Banks,,2021,,,172,Communication,communication|listening|speaking,none,,9798985090420,http://books.google.com/books?id=4jWvzgEACAAJ&dq=active+listening+skills&hl=&as_pt=BOOKS&source=gbs_api,"Do you want to improve your relationships and productivity, all by simply changing your listening habits? Listening is the forgotten communication skill, but arguably, the most significant. It is a crucial part of our ability to engage and communicate with others. Listening actively, however, takes this skillset up a level. Almost everyone sincerely believes that they listen effectively; however, good listening skills are rare. Most of us have never been taught the habits that would make us effe",Google Books,2026-08-30
Practicing Active Listening: Techniques for Improving Your Listening Skills to Enhance Communication,Namaskar Books,Namaskar Books,2024,,,10,Relationship Management,conflict-resolution|collaboration|leadership|feedback,goleman,Self-Help,,https://play.google.com/store/books/details?id=tZ0xEQAAQBAJ&source=gbs_api,"Welcome to """"Practicing Active Listening: Techniques for Improving Your Listening Skills to Enhance Communication,"""" a transformative guide designed to help you master the art of active listening. Whether you're seeking to strengthen personal relationships, excel in your career, or simply become a better communicator, this book offers the essential tools to elevate your listening skills and deepen your connections with others. Active listening is more than just hearing words—it's about truly und",Google Books,2026-08-30
Building Active Listening Skills,Judi Brownell,Prentice Hall,1986,,,348,Social Awareness,active-listening,none,Psychology,,http://books.google.com/books?id=EYVOAAAAYAAJ&dq=active+listening+skills&hl=&as_pt=BOOKS&source=gbs_api,,Google Books,2026-08-30
Active Listening,"Center for Creative Leadership (CCL), Michael H. Hoppe",John Wiley & Sons,2011,,,32,Social Awareness,active-listening,none,Business & Economics,9781118155325,http://books.google.com/books?id=majIoN1cEI8C&dq=active+listening+skills&hl=&as_pt=BOOKS&source=gbs_api,"Active listening is a person’s willingness and ability to hear and understand. At its core, active listening is a state of mind that involves paying full and careful attention to the other person, avoiding premature judgment, reflecting understanding, clarifying information, summarizing, and sharing. By learning and committing to the skills and behaviors of active listening, leaders can become more effective listeners and, over time, improve their ability to lead.",Google Books,2026-08-30
Listening Skills Training,Cole McBride,Cole McBride,,,,76,Communication,listening|conversation,none,Self-Help,,https://play.google.com/store/books/details?id=ddNmEQAAQBAJ&source=gbs_api,"Make People Feel Special and Heard with Effective Listening Techniques We've all been in a conversation where we feel like the other person isn't really listening to us. They're just waiting for their turn to talk. When we don't feel heard, it's easy for us to get defensive or shut down. This can lead to arguments and misunderstandings. You want to make sure that you're giving the other person the space they need to talk, but you also don't want the conversation to die out. Finding the perfect b",Google Books,2026-08-30
Listening,Christian Olsen,Createspace Independent Publishing Platform,2016,,,38,Communication,communication|listening|body-language|conversation,none,,9781523907618,http://books.google.com/books?id=n3CxjwEACAAJ&dq=active+listening+skills&hl=&as_pt=BOOKS&source=gbs_api,"Become better at communicating by enhancing your listening skills. Do you listen to others... Yes? No, I mean, do you REALLY listen to others? If there is room for improvement, then pick up this relatively low-priced book and become more loved in relationships, by coworkers, or become more effective at what you do and how much information you absorb. This book talks about passive listening, active listening, tips to improve, and thoughts that will help you show more interest in others, something",Google Books,2026-08-30
How to Improve Listening Skills:,Jonathan K. Hari,epubli,2025,,,75,Communication,communication|listening|conversation,none,Business & Economics,9783819741470,https://play.google.com/store/books/details?id=PbxnEQAAQBAJ&source=gbs_api,"Master the Art of Listening for Stronger Connections and Success In a world full of distractions, truly listening is a rare skill—one that can transform your relationships, career, and personal growth. This book is your ultimate guide to mastering active listening, helping you connect on a deeper level and communicate with clarity, empathy, and understanding. Inside This Book, You'll Discover: The Difference Between Hearing and Listening Common Barriers to Effective Listening The Psychology of A",Google Books,2026-08-30
How to Improve Your Listening Skills - Effective Strategies for Enhancing Your Active Listening Skills,Meir Liraz,Independently Published,2019,,,26,Communication,communication|listening,none,Business & Economics,9781090104687,http://books.google.com/books?id=qfZOwwEACAAJ&dq=active+listening+skills&hl=&as_pt=BOOKS&source=gbs_api,"Most of us are acquainted with the old riddle that goes: ""If a tree falls in the forest, and no one is in the area to hear it, does it make a noise?"" From a communication point of view, the answer must be a definite ""No."" Even though there are sound waves, there is no sound because no one perceives it. For communication to take place, there must be both a sender and a receiver. This guide is focused on the receiver - the one who provides feedback to the sender. Most people spend roughly 70% of t",Google Books,2026-08-30
Active Listening,Michael Sanders,,2020,,,126,Social Awareness,active-listening,none,Self-Help,9781801255455,http://books.google.com/books?id=5qcezgEACAAJ&dq=active+listening+skills&hl=&as_pt=BOOKS&source=gbs_api,,Google Books,2026-08-30
Listening,Christian Olsen,Vincent Noot,2019,,,34,Social Awareness,active-listening,none,Self-Help,9788832521054,https://play.google.com/store/books/details?id=uMGIDwAAQBAJ&source=gbs_api,"Become better at communicating by enhancing your listening skills. Do you listen to others? Yes? No, I mean, do you really listen to others? If there is room for improvement, then download this relatively low-priced book and become more loved in relationships and by co-workers, or become more effective at what you do and how much information you absorb. This book talks about passive listening, active listening, tips to improve, and thoughts that will help you show more interest in others, someth",Google Books,2026-08-30
Developing Listening Skills,"Debra J. Housel, Debra J. HOUSEL",Teacher Created Resources,2001,,,162,Communication,listening,none,Education,9781576906552,http://books.google.com/books?id=cwbIiSpH8aQC&dq=active+listening+skills&hl=&as_pt=BOOKS&source=gbs_api,,Google Books,2026-08-30
Active Listening Skills for Beginners,RUBY. ALDRIDGE,Little Big Giant,2025,,,0,Thinking & Deciding,problem-solving|decision-making|judgment,none,Self-Help,9798295528101,http://books.google.com/books?id=vRfZ0QEACAAJ&dq=active+listening+skills&hl=&as_pt=BOOKS&source=gbs_api,"This book introduces A/B testing in clear, practical terms for adult readers who want to understand how online experiments drive better decisions in business, product design, and everyday problem solving. Using straightforward examples, it explains how small, controlled changes can answer real questions-such as which headline performs better, which layout increases sign-ups, or which feature improves retention. The focus is on building sound judgment, data literacy, and evidence-based decision m",Google Books,2026-08-30
Critical Thinking Skills,David McKay,,2020,,,134,Thinking & Deciding,critical-thinking|logic,none,,9783949231001,http://books.google.com/books?id=GlQKzgEACAAJ&dq=critical+thinking+problem+solving&hl=&as_pt=BOOKS&source=gbs_api,"Do you struggle when you are faced with an unexpected problem? Does a sudden struggle send shivers running up your spine? If so, keep reading because this book could be for you. Critical thinking is an important skill in today's society. You need to think critically if you hope to have any interactions that are meaningful to others. You need to think critically if you wish to be successful in your career line. You need to think critically if you need to solve any problems that you face in your g",Google Books,2026-08-30
"Beginners Guide to Critical Thinking and Problem Solving: Become a Better Critical Thinker & Problem Solver, by Using Secret Tools & Techniques That Will Boost These Skills & Your Decision Making Now!",Pamela Hughes	,Pamela Hughes,,,,110,Thinking & Deciding,critical-thinking|creativity|problem-solving,none,Philosophy,,https://play.google.com/store/books/details?id=1OELEAAAQBAJ&source=gbs_api,"Master Critical Thinking & Problem Solving for Better Decisions—A Guide for Beginners Are you ready to enhance your critical thinking and problem-solving skills? Discover the secret tools and techniques in the ""Beginners Guide to Critical Thinking and Problem Solving"" designed to help you make informed decisions and navigate complex situations with confidence! In today’s fast-paced world, the ability to think critically and solve problems effectively is more valuable than ever. Whether you're se",Google Books,2026-08-30
Critical Thinking And Problem Solving,Carl Patterson,,2020,,,0,Thinking & Deciding,critical-thinking|problem-solving|decision-making,none,,9781914134449,http://books.google.com/books?id=CxtxzwEACAAJ&dq=critical+thinking+problem+solving&hl=&as_pt=BOOKS&source=gbs_api,"Is your life in the right direction? Are you in control of your destiny? How our lives go depends on how we think? Shoddy thinking usually creates more problems that you don't anticipate. On the other hand, critical thinking is like an avenue for endless possibilities. We use it in managing businesses, budgeting, deciding whether to proceed with plans or not, and even in simple things like knowing the appropriate words to say in a particular situation. Critical thinking brings about excellent re",Google Books,2026-08-30
Problem Solving,Thomas Richards,Createspace Independent Publishing Platform,2015,,,64,Thinking & Deciding,creative-thinking|creativity|problem-solving,none,,9781508915393,http://books.google.com/books?id=O75SrgEACAAJ&dq=critical+thinking+problem+solving&hl=&as_pt=BOOKS&source=gbs_api,Do You Want to Improve Your Problem Solving and Creative Thinking? Do you struggle with solving problems? Would you want to improve your creativity? We have studied some of the best problem solver and creative thinking in the world. Inside we share with you some of their techniques and strategies when it comes to attacking any problems that you may have. After reading this book you will have the tools that will help you solve problems successfully.,Google Books,2026-08-30
Critical Thinking,Scott Lovell,,2020,,,70,Thinking & Deciding,critical-thinking|bias|cognitive,none,Self-Help,9781647483883,http://books.google.com/books?id=4oU9zQEACAAJ&dq=critical+thinking+problem+solving&hl=&as_pt=BOOKS&source=gbs_api,"Critical thinking skills are essential in the new knowledge economy. Jobs require increasing demands of flexible intellectual skills, and the ability to analyze information and integrate diverse sources of knowledge in solving problems. You may even fall victim to several cognitive biases... without even realizing.",Google Books,2026-08-30
How to Solve Problems with Critical Thinking: A Complete Guide for Students ( New Edition ),Ranjot Singh Chahal,SparkWrite Press,2026,,,220,Thinking & Deciding,critical-thinking|problem-solving|decision-making|analytical,none,Education,,https://play.google.com/store/books/details?id=Foy5EQAAQBAJ&source=gbs_api,"How to Solve Problems with Critical Thinking: A Complete Guide for Students ( New Edition ) is a practical and academically grounded guide created to help learners tackle challenges with clarity, logic, and confidence. In an age flooded with information, opinions, and distractions, students need more than memorized facts—they need the ability to question ideas, evaluate evidence, and reason effectively. This book focuses on developing those essential thinking skills that lead to smarter decision",Google Books,2026-08-30
Logitica: Improve Your Critical Thinking and Problem Solving Skills: The Brain Behind the Brain,Neelabh Kumar,,2019,,,330,Thinking & Deciding,critical-thinking|problem-solving|analytical|logic,none,Mathematics,9781793423832,http://books.google.com/books?id=b7YQwQEACAAJ&dq=critical+thinking+problem+solving&hl=&as_pt=BOOKS&source=gbs_api,"Attention: Parents and KIDS: Learn faster in school and life and also retain more of what you learn. This book is a perfect gift for your kids (secondary school and beyond) for improving their Cognitive abilities. Read further below to know the real benefits of reading each chapters in Logitica. Logitica created by an author, who memorized first 1500 digits of Pi (π) and now is ranked among the top 150 on the Pi World Ranking List. LOGITICA stimulates brainpower and can be considered ""The Brain ",Google Books,2026-08-30
Critical Thinking Skills For Beginners,Kid Montoya,,2023,,,0,Thinking & Deciding,critical-thinking|problem-solving|decision-making|logic,none,,9798223293040,http://books.google.com/books?id=5A4o0AEACAAJ&dq=critical+thinking+problem+solving&hl=&as_pt=BOOKS&source=gbs_api,"Critical Thinking Skills For Beginners: The Complete Guide To Critical Thinking, Problem Solving, Decision Making, Better Thinking And Logical Reasoning Have you ever considered how much better your life would be if you had stronger mental skills? Do you think your current thought processes are as effective as they could be? Do you struggle to resolve disputes and other issues in your daily life and at work? You will undoubtedly encounter challenges, discomfort, agony, and wasted time and effort",Google Books,2026-08-30
Critical Thinking Secrets,Kevin Rhodes,,2019,,,232,Thinking & Deciding,critical-thinking|problem-solving|decision-making|bias,none,Self-Help,9781999188368,http://books.google.com/books?id=N3NMxwEACAAJ&dq=critical+thinking+problem+solving&hl=&as_pt=BOOKS&source=gbs_api,"If you want to learn how to develop your Critical Thinking skills and stop yourself making terrible decisions or letting emotions getting the better of you then keep reading... Do you want to finally know the proven way to sharpen your thinking skills? Do you want to learn how to make the best decision every time? Do you want to learn how to stop your emotions and biases clouding your thinking and judgements? We've all been there. Someone asks us even a simple question at times, and we just can'",Google Books,2026-08-30
Master Critical Thinking,Henrik Rodgers,,2019,,,134,Thinking & Deciding,critical-thinking|problem-solving|decision-making|analytical,none,Business & Economics,9781797938608,http://books.google.com/books?id=Q--YwgEACAAJ&dq=critical+thinking+problem+solving&hl=&as_pt=BOOKS&source=gbs_api,"Avoid Sloppy Thinking, Do Thorough Analysis, Improve Your Logic and Arguments and Make Smarter Decisions If you've often struggled in developing deeper thinking and analytical skills; If you're guilty of making decisions based on your gut and regretted later, if you have always wondered if there is some easy to learn step-by-step framework to master critical thinking, then keep reading! Yes, you are about to uncover the secrets of how intelligent thinkers develop this important cognitive skills ",Google Books,2026-08-30
Creative Thinking and Problem Solving for Young Learners,"Jerry D. Flack, Karen Meador",Bloomsbury Publishing USA,1997,,,182,Thinking & Deciding,creative-thinking|creativity|problem-solving,none,Language Arts & Disciplines,9780313079405,https://play.google.com/store/books/details?id=_OTEEAAAQBAJ&source=gbs_api,"Can creativity be taught? Absolutely! And Meador shows you exactly how to nourish creativity and problem-solving abilities in your students. After presenting valid models of creative thinkers appearing in outstanding children's literature, she offers a variety of activities you can use to develop creative processes through fluency, flexibility, and originality. In addition, there are lists for further reading and guidelines for adapting lessons. Grades K-4 (adaptable to other grades).",Google Books,2026-08-30
Lessons Learned,"Spencer Beatty, Mark Gerecht",,2021,,,0,Uncategorised,,none,,9781940370361,http://books.google.com/books?id=6wC30AEACAAJ&dq=critical+thinking+problem+solving&hl=&as_pt=BOOKS&source=gbs_api,,Google Books,2026-08-30
Critical Thinking Problem Solving,"Joy Hayes, Marion M. Sebastian",,1989,,,,Thinking & Deciding,critical-thinking|problem-solving,none,Creative ability in children,,http://books.google.com/books?id=5GeCzQEACAAJ&dq=critical+thinking+problem+solving&hl=&as_pt=BOOKS&source=gbs_api,,Google Books,2026-08-30
Critical Thinking and Problem Solving,,,1998,,,372,Thinking & Deciding,critical-thinking|problem-solving,none,Education,,http://books.google.com/books?id=jWXWAAAAMAAJ&dq=critical+thinking+problem+solving&hl=&as_pt=BOOKS&source=gbs_api,,Google Books,2026-08-30
Problem Solving Through Critical Thinking,"Ronald R. Edwards, Wanda D. Cook",Cuisenaire Company,1990,,,48,Thinking & Deciding,critical-thinking|problem-solving,none,Critical thinking,9780938587132,http://books.google.com/books?id=ypdFAAAACAAJ&dq=critical+thinking+problem+solving&hl=&as_pt=BOOKS&source=gbs_api,,Google Books,2026-08-30
Think Smarter,Michael Kallet,John Wiley & Sons,2014,,,249,Thinking & Deciding,critical-thinking|problem-solving|decision-making,none,Business & Economics,9781118871256,https://play.google.com/store/books/details?id=DMoiAwAAQBAJ&source=gbs_api,"Train your brain for better decisions, problem solving, and innovation Think Smarter: Critical Thinking to Improve Problem-Solving and Decision-Making Skills is the comprehensive guide to training your brain to do more for you. Written by a critical thinking trainer and coach, the book presents a pragmatic set of tools to apply critical thinking techniques to everyday business issues. Think Smarter is filled with real world examples that demonstrate how the tools work in action, in addition to d",Google Books,2026-08-30
10-Minute Critical-Thinking Activities for Math,Hope Martin,Walch Publishing,1998,,,80,Thinking & Deciding,critical-thinking,none,Juvenile Nonfiction,9780825138164,http://books.google.com/books?id=OyOOmxZgMAMC&dq=critical+thinking+problem+solving&hl=&as_pt=BOOKS&source=gbs_api,"Encourage students to use critical thinking skills to evaluate, then solve, a variety of math enrichment problems. Topics include number theory, geometry, mathematical reasoning, sequencing and patterning, order of operations, algebra, spatial visualization, transformations, and more. Includes many open-ended and non-traditoinal problems to boost brain power in math.",Google Books,2026-08-30
Critical Thinking Skills,Garland P Brackins,Han Global Trading Pte Limited,2020,,,102,Thinking & Deciding,critical-thinking|problem-solving,none,,9781702916264,http://books.google.com/books?id=UM4GzgEACAAJ&dq=critical+thinking+problem+solving&hl=&as_pt=BOOKS&source=gbs_api,"Is It Always A Disaster When It Comes To Problem Solving? Finding hard to think right in important situationsDoes your job require lots of thinking?Always regret making the wrong decisions?Discover what is critical thinking? Through emotional techniques, critical thinking, mind mapping, and digging for the root of the problem, you can increase your happiness, enjoyment, contentment, and reduce the amount of problems that you find overwhelming. Getting overwhelmed is a common source of stress and",Google Books,2026-08-30
Problem Solving and Critical Thinking for Computer Science Educators,"Cathleen A. Norris, James L. Poirot",,1991,,,82,Thinking & Deciding,critical-thinking|problem-solving,none,Computer literacy,,http://books.google.com/books?id=1_oZAQAAMAAJ&dq=critical+thinking+problem+solving&hl=&as_pt=BOOKS&source=gbs_api,The eight papers presented in this monograph are a result of the Problem Solving and Critical Thinking Research Workshop that was held in conjunction with the 1990 National Educational Computing Conference (NECC). The intent of the workshop was to provide a unique forum for researchers to share ideas in a special area of educational computing. The monograph provides an overview of the general issues of problem solving and critical thinking in education as well as specialized areas of interest in,Google Books,2026-08-30
Ethical Decision Making for the 21st Century Counselor,"Donna S. Sheperis, Stacy Henning Churovich",Cognella Academic Publishing,2024,,,0,Thinking & Deciding,decision-making,none,,9798823343534,http://books.google.com/books?id=0OSm0QEACAAJ&dq=decision+making+ethics&hl=&as_pt=BOOKS&source=gbs_api,"Ethical practice is an essential aspect of counselor training. In order for counselors to work effectively with clients, they must be well versed in ethical codes, ethical decision making, and legal issues impacting the profession. The second edition of Ethical Decision Making for the 21st Century Counselor provides the fundamentals of ethical practice, with emphasis on ethical decision making and is structured to facilitate the development of these skills. The authors move readers through a dev",Google Books,2026-08-30
Ethical Decision Making: Introduction to Cases and Concepts in Ethics,Lisa Newton,Springer Science & Business Media,2014,,,66,Thinking & Deciding,decision-making|ethics,none,Philosophy,9783319001678,https://play.google.com/store/books/details?id=ynK8BAAAQBAJ&source=gbs_api,"This short introduction to the discipline of Ethics in its practical and professional applications teaches, in simplest form, the discipline's vocabulary and forms of reasoning. It includes illustrative cases, clear explanations of philosophical terminology, and presents decision procedures appropriate to a hierarchy of cases. It is meant to be a foundation for elementary work in Ethics.​",Google Books,2026-08-30
Ethical Decision Making in Nursing and Health Care,"James H. Husted, Gladys Husted",Springer Publishing Company,2007,,,352,Thinking & Deciding,decision-making|ethics,none,Medical,9780826114518,https://play.google.com/store/books/details?id=__77LvmYUB4C&source=gbs_api,"Named a 2013 Doody's Core Title! ""This book provides a systematic approach to bioethical decision making, a process that can help clarify situations where right and wrong are not clearly definedÖ.This should be a valuable book for ethics and theory courses."" Score: 100, 5 stars --Doody's Husted and Husted's classic nursing ethics text provides a systematic approach to bioethical decision making that can help clarify situations where ""right"" and ""wrong"" are not clearly defined. Based on the inter",Google Books,2026-08-30
Business Ethics,O. C. Ferrell,,1990,,,196,Thinking & Deciding,ethics,none,Business & Economics,9780395554227,http://books.google.com/books?id=cbs9ABQOJ7gC&dq=decision+making+ethics&hl=&as_pt=BOOKS&source=gbs_api,,Google Books,2026-08-30
Business Ethics,Mark S. Schwartz,John Wiley & Sons,2017,,,336,Thinking & Deciding,decision-making|ethics|logic,none,Business & Economics,9781118393444,http://books.google.com/books?id=eiUtDgAAQBAJ&dq=decision+making+ethics&hl=&as_pt=BOOKS&source=gbs_api,"Business Ethics: An Ethical Decision-Making Approach presents a practical decision-making framework to aid in the identification, understanding, and resolution of complex ethical dilemmas in the workplace. Focuses exclusively on three basic aspects of ethical decision making and behavior—how it actually takes place, how it should take place, and how it can be improved Uses real-life examples of moral temptations and personal ethical dilemmas faced by employees and managers Discusses the biases, ",Google Books,2026-08-30
Business Ethics,"O. C. Ferrell, John Fraedrich, Linda Ferrell",,2021,,,592,Thinking & Deciding,ethics,none,Business ethics,9780357513446,http://books.google.com/books?id=I7UTzwEACAAJ&dq=decision+making+ethics&hl=&as_pt=BOOKS&source=gbs_api,,Google Books,2026-08-30
The Ethics of Shared Decision Making,John D. Lantos,Oxford University Press,2021,,,217,Thinking & Deciding,decision-making|ethics,none,Medical,9780197598573,http://books.google.com/books?id=nXo_EAAAQBAJ&dq=decision+making+ethics&hl=&as_pt=BOOKS&source=gbs_api,"""There are some paradoxes in the way doctors and patients make medical decisions today. Today's patients are more empowered than were patients in the past. They have the right to see their medical records. The law requires doctors to obtain their informed consent for treatment. Patients are told about the options for treatment and the risks and benefits of each option. Their values and preferences are elucidated in order to guide the treatments that are provided""--",Google Books,2026-08-30
Biomedical Ethics and Decision-Making,Matthew A. Butkus,Gegensatz Press,2022,,,547,Thinking & Deciding,critical-thinking|decision-making|ethical-reasoning|ethics,none,Medical,9781621308010,https://play.google.com/store/books/details?id=ao1eEAAAQBAJ&source=gbs_api,"Drawing from clinical experience, philosophy, psychology, and current health law and policy, Biomedical Ethics and Decision-Making is a detailed survey of persistent issues in health care ethics, emphasizing the complexities and nuances of practical decision-making and yielding a multifaceted and systematic approach to solving problems. As a useful resource for both students and clinicians, it includes references for further exploration of ethical issues as well as provocative questions for disc",Google Books,2026-08-30
Ethics and Deviations in Decision-making,"Gagari Chakrabarti, Tapas Chatterjea",Springer Nature,2019,,,310,Thinking & Deciding,decision-making|ethics,none,Business & Economics,9789811506871,https://play.google.com/store/books/details?id=MsC_DwAAQBAJ&source=gbs_api,"This book explores how the ethically inconsistent behaviour in workplaces can be rooted in moral fibers of the decision-makers, and/or in their varying moral foci depending on the philosophical cornerstones, on which those rest. It explores further whether such decisions may be shaped or modified by contextual factors leading, possibly, to bounded ethicality. Based on a primary survey approaching the academicians, administrators, and other service-holders from India and abroad, it analyses the p",Google Books,2026-08-30
Ethics and Medical Decision-Making,Michael Freeman,Routledge,2017,,,607,Thinking & Deciding,decision-making|ethics,none,Law,9781351807425,https://play.google.com/store/books/details?id=uFoPEAAAQBAJ&source=gbs_api,This title was first published in 2001: Ethical thinking about medical decision-making has roots deep in history. This collection of contemporary essays by leading international scholars traces the development of modern bioethics and explores the theory and current issues surrounding this widely contested field.,Google Books,2026-08-30
Case Studies in Biomedical Ethics,"Robert M. Veatch, Amy Marie Haddad, Dan C. English","Oxford University Press, USA",2010,,,0,Thinking & Deciding,decision-making|ethics,none,Bioethics,9780195309720,http://books.google.com/books?id=-iv-PQAACAAJ&dq=decision+making+ethics&hl=&as_pt=BOOKS&source=gbs_api,"""Case Studies in Biomedical Ethics: Decision-Making, Principles, and Cases explores fundamental ethical questions arising from real situations faced by health professionals, patients, and others. Featuring a wide range of more than 100 case studies drawn from current events, court cases, and physicians' experiences, the book is divided into three parts."" ""Ideal for undergraduate and graduate courses in biomedical ethics, bioethics, and medical ethics, Case Studies in Biomedical Ethics incorporat",Google Books,2026-08-30
Life and Death Decisions in the Clinical Setting,"Paul Walker, Terence Lovat",Springer,2017,,,76,Thinking & Deciding,decision-making|logic,none,Philosophy,9789811043017,https://play.google.com/store/books/details?id=vIxtDgAAQBAJ&source=gbs_api,"This book moves away from the frameworks that have traditionally guided ethical decision-making in the Western clinical setting, towards an inclusive, non-coercive and, reflective dialogic approach to moral decision-making. Inspired in part by Jürgen Habermas’s discourse theory of morality and principles of communicative action, the book offers a proportionist approach as a way of balancing out the wisdom in traditional frameworks, set in the actual reality of the clinical situation at hand. Put",Google Books,2026-08-30
Practical Decision Making in Health Care Ethics,Raymond J. Devettere,,1995,,,520,Thinking & Deciding,decision-making|ethics,none,Medical,,http://books.google.com/books?id=BaPuAAAAMAAJ&dq=decision+making+ethics&hl=&as_pt=BOOKS&source=gbs_api,"""Both a thorough resource & an ideal course book on medical ethics...deeply philosophical & eminently pragmatic.""-Choice.",Google Books,2026-08-30
Ethical Decision Making and Information Technology,"Ernest A. Kallman, John P. Grillo",McGraw-Hill Companies,1993,,,154,Thinking & Deciding,decision-making|ethics,none,Business & Economics,,http://books.google.com/books?id=2YsSAQAAMAAJ&dq=decision+making+ethics&hl=&as_pt=BOOKS&source=gbs_api,"This streamlined discussion of ethical issues in the decision-making process supports and supplements any introduction to CIS or MIS textbook.Chapter One defines ethics. Chapter Two relates ethics to the use of technology. Chapter Three applies a four-step analysis process to an ethical dilemma, illustrating how to reach a defensible decision.The remaining chapters of 18 cases challenge the student to apply the knowledge gained in Chapters 1-3 to recognize, evaluate, and react responsibly to an ",Google Books,2026-08-30
Ethical Beginnings,Waymond Rodgers,iUniverse,2009,,,326,Thinking & Deciding,decision-making|ethics|judgment,none,Education,9780595525799,http://books.google.com/books?id=Otq7tSW29eUC&dq=decision+making+ethics&hl=&as_pt=BOOKS&source=gbs_api,"Waymond Rodgers, PhD, CPA, has worked over fifteen years studying how to combine ethical considerations with a decision-making model of perception, information, and judgment that will foster better decision-making processes, resulting in an overall improvement of daily life. He has presented seminars on ethics at numerous international conferences and also provided ethics presentations to corporations, societies, universities, and other organizations such as Opus Dei. The need for ethics in soci",Google Books,2026-08-30
Ethics for Social Impact,"Femida Handy, Allison R. Russell",Springer,2018,,,254,Thinking & Deciding,decision-making|ethics,none,Business & Economics,9783319750408,https://play.google.com/store/books/details?id=SgRaDwAAQBAJ&source=gbs_api,"This book outlines the various elements involved in ethical decision-making for nonprofit leaders, and whose rights to prioritize when facing complex situations. Nonprofit board members and employees are often placed in difficult situations, with no single stakeholder and an allegiance to mission statements whose outcomes can be difficult to measure. While nonprofit charitable organizations are generally considered more trustworthy than their counterparts in the public or for-profit sector, when",Google Books,2026-08-30
Deciding for Others,"Allen E. Buchanan, Dan W. Brock",Cambridge University Press,1989,,,450,Thinking & Deciding,decision-making|ethics,none,Law,9780521311960,http://books.google.com/books?id=-DMPzauGeDEC&dq=decision+making+ethics&hl=&as_pt=BOOKS&source=gbs_api,This book is the most comprehensive treatment available of one of the most urgent problems in bioethics: decision-making for incompetents.,Google Books,2026-08-30
Values and Ethics in Counseling,"Dana Heller Levitt, Holly J. Hartwig Moorhead",Routledge,2013,,,0,Thinking & Deciding,decision-making|ethics,none,Psychology,9781136599910,http://books.google.com/books?id=bBpezwEACAAJ&dq=decision+making+ethics&hl=&as_pt=BOOKS&source=gbs_api,"Many counselors learn about ethics in graduate school by applying formal, step-by-step ethical decision-making models that require counselors to be aware of their values and refrain from imposing personal values that might harm clients. However, in the real world, counselors often make split-second ethical decisions based upon personal values. Values and Ethics in Counseling illustrates the ways in which ethical decisions are values--but more than that, it guides counselors through the process o",Google Books,2026-08-30
Ethics and Health Administration,Marc D. Hiller,Aupha Press,1986,,,166,Thinking & Deciding,ethics,none,Health services administration,9780910591003,http://books.google.com/books?id=x5ksPQAACAAJ&dq=decision+making+ethics&hl=&as_pt=BOOKS&source=gbs_api,,Google Books,2026-08-30
