title,author,age_range,book_type,audience,casel_domain,problem_tags,source,isbn,description,cover_url,rating,ratings_count,goodreads_rating,goodreads_ratings_count,goodreads_url,amazon_url
The Survival Guide for Kids with ADHD,John F. Taylor,9-12,children_nonfiction,"children,educators",Self-Management,"adhd,organization,impulse-control",Free Spirit Publishing,9781575426310,"What are ADHD? What does it mean to have ADHD? How can kids diagnosed with ADHD help themselves succeed in school, get along better at home, and form healthy, enjoyable relationships with peers? In kid-friendly language and a format that welcomes reluctant and easily distracted readers, this book helps kids know they’re not alone and offers practical strategies for taking care of oneself,…",https://books.google.com/books/content?id=NbS8AAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781575426310
Stick Up for Yourself! Every Kid's Guide to Personal Power and Positive Self-Esteem,Gershen Kaufman & Lev Raphael,8-12,children_nonfiction,"children,educators",Self-Awareness,"self-esteem,confidence,assertiveness",Free Spirit Publishing,9781442996731,"Have you ever been picked on at school, bossed around, blamed for things you didn't do, or treated unfairly? This book can help. It shows you how to stick up for yourself with other kids, big sisters and brothers, even parents and teachers. It tells you things you can say WITHOUT putting people down, and things you can do WITHOUT getting into trouble. Learn the power to be true to yourself, and…",https://books.google.com/books/content?id=cWH9a5uUiWgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781442996731
"Real Kids, Real Stories, Real Change: Courageous Actions Around the World",Garth Sundem,9-12,children_nonfiction,"children,educators",Self-Awareness,"courage,resilience,leadership",Free Spirit Publishing,9781575425306,"Thirty-five true stories profile kids who used their heads, their hearts, their courage, and sometimes their stubbornness to help others and do extraordinary things.",https://books.google.com/books/content?id=r9koCAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781575425306
"Real Kids, Real Stories, Real Character: Choices That Matter Around the World",Garth Sundem,9-12,children_nonfiction,"children,educators",Responsible-Decision-Making,"integrity,choices,responsibility",Free Spirit Publishing,9781631981265,"A follow-up to the popular Real Kids, Real Stories, Real Change, this inspiring sequel spans the globe again with true accounts of ordinary kids showing extraordinary character. Thirty short inspirational stories are divided into six character traits (courage, creativity, kindness, persistence, resilience, and responsibility), and feature kids facing adversity from bullying in an American middle…",https://books.google.com/books/content?id=qX_fDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781631981265
"Real Kids, Real Stories, Real Challenges: Overcoming Adversity Around the World",Garth Sundem,9-12,children_nonfiction,"children,educators",Self-Management,"resilience,growth-mindset,courage",Free Spirit Publishing,9781631982781,"Inspiring true stories of kids from around the world of kids who have overcome obstacles to create success for themselves. The third installment in the Real Kids, Real Stories collection again travels the world with inspirational short stories of young people who overcame adversity and persevered in the face of extreme challenges. Soosan Firooz broke barriers to become Afghanistan’s first female…",https://books.google.com/books/content?id=84PQDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781631982781
Angry Ninja,Mary Nhin,6-10,children_fiction,children,Self-Management,"anger,impulse-control",Ninja Life Hacks,9781647225933,Angry Ninja deals with BIG emotions in this mindful activity book filled with creative ways to for kids to manage negative feelings. Life is tough! But so are the kids trying to figure out their emotions and complex feelings. Ninja Life Hacks: Angry Ninja Activity Book takes one of the most popular characters from the bestselling book series and puts them in a fun activity book to help relax and…,https://books.google.com/books/content?id=zmRkEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781647225933
Positive Ninja,Mary Nhin,6-10,children_fiction,children,Self-Awareness,"optimism,growth-mindset",Ninja Life Hacks,9781647225940,Have fun and learn valuable lessons with Positive Ninja in this mindful activity journal for kids looking for a creative escape. Life is a puzzle! And it's even more puzzling for the kids who are trying to figure out their emotions and complex feelings. Ninja Life Hacks: Positive Ninja Activity Book takes one of the most popular characters from the bestselling book series and puts them in a fun…,https://books.google.com/books/content?id=1mRkEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781647225940
Lazy Ninja,Mary Nhin,6-10,children_fiction,children,Responsible-Decision-Making,"responsibility,growth-mindset",Ninja Life Hacks,9781953399588,"When friends invite Lazy Ninja to some outings, he turns them down and opts to play games and watch TV. He just can't find the motivation or simply put, he's stuck in a rut! But then, a friend pays him a visit and helps him see what he's missing out on. Find out what happens in this comedic book about setting goals and finding motivation. Life is hard! And it's even harder for children who are…",https://books.google.com/books/content?id=OP7XzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781953399588
Helpful Ninja,Mary Nhin,6-10,children_fiction,children,Social-Awareness,"kindness,cooperation",Ninja Life Hacks,9781953399557,"Helpful Ninja loves helping others. Until one day, she doesn't feel like herself. What does she do to regain her natural propensity to help others? Find out what happens in this children's book about self love and self care. Life is hard! And it's even harder for children who are just trying to figure things out. The new children's book series, Ninja Life Hacks, was developed to help children…",https://books.google.com/books/content?id=kjLYzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781953399557
Earth Ninja,Mary Nhin,6-10,children_fiction,children,Responsible-Decision-Making,"responsibility,choices",Ninja Life Hacks,9781953399519,"Earth Ninja shows his friend how one little ninja can make a difference in the world by practicing 3 simple life habits. Find out what happens in this fun book about the impact we each have on the earth. Life is hard! And it's even harder for children who are just trying to figure things out. The new children's book series, Ninja Life Hacks, was developed to help children learn valuable life…",https://books.google.com/books/content?id=R2_ZzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781953399519
Grumpy Ninja,Mary Nhin,6-10,children_fiction,children,Social-Awareness,"gratitude,perspective-taking",Ninja Life Hacks,9781637313374,"Celebrate Father's Day with the Ninjas! When Ninja's tummy is growling, And dinner's not for a while. Dad makes the greatest snacks in the world, To make his little ninja smile. Life is tough. But so are you! The children's book series, Ninja Life Hacks, was developed to help children learn valuable life skills. Fun, pint-size characters in comedic books easy enough for young readers, yet witty…",https://books.google.com/books/content?id=CtsQzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781637313374
Kind Ninja,Mary Nhin,6-10,children_fiction,children,Social-Awareness,"kindness,empathy",Ninja Life Hacks,9781647225964,"""Kindness and concern for others are held as moral virtues in nearly every society and every major religion. In this awesome activity book, Kind Ninja introduces mindful activities and inspirational lessons that will teach kids about the impact kindness can have on friends, family, and the world overall. Kids will be entertained for hours with their favorite ninja friend while they learn tips and…",https://books.google.com/books/content?id=GhBvEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781647225964
Perfect Ninja,Mary Nhin,6-10,children_fiction,children,Self-Management,"perfectionism,growth-mindset",Ninja Life Hacks,9781951056162,"Perfect Ninja would get discouraged when he made mistakes, until his friend, Gritty Ninja complimented how Perfect Ninja kept trying and encouraged him to learn from his mistakes.",https://books.google.com/books/content?id=BcUGzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781951056162
Money Ninja,Mary Nhin,6-10,children_fiction,children,Responsible-Decision-Making,"responsibility,choices",Ninja Life Hacks,9781953399595,"When a friend asks what Money Ninja does with his money, he takes him on a journey of saving, investing, and donating. Find out what happens in this comedic book about delayed gratification and money-savvy skills. Life is hard! And it's even harder for children who are just trying to figure things out. The new children's book series, Ninja Life Hacks, was developed to help children learn valuable…",https://books.google.com/books/content?id=YdrXzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781953399595
Anxious Ninja,Mary Nhin,6-10,children_fiction,children,Self-Management,"anxiety,fear",Ninja Life Hacks,9781647225957,"Interactive book of puzzles, games, and guided activities, with 100+ stickers.",https://books.google.com/books/content?id=FhBvEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781647225957
Gritty Ninja,Mary Nhin,6-10,children_fiction,children,Self-Management,"resilience,frustration",Ninja Life Hacks,9781951056292,"""Ninja Life Hacks, was developed to help children learn valuable life skills. Fun, pint-size characters in comedic books easy enough for young readers, yet witty enough for adults. Life is hard! And it's even harder for children who are just trying to figure things out""--Amazon.com.",https://books.google.com/books/content?id=J85wzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781951056292
Dishonest Ninja,Mary Nhin,6-10,children_fiction,children,Responsible-Decision-Making,"honesty,integrity",Ninja Life Hacks,9781951056247,The truth shall set you free.,https://books.google.com/books/content?id=Ux_YzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781951056247
Shy Ninja,Mary Nhin,6-10,children_fiction,children,Relationship-Skills,"social-skills,anxiety,confidence",Ninja Life Hacks,9781953399434,"If you didn't know Shy Ninja, you would have never thought she was once so shy it would prevent her from doing things she loved to do. For example, she would experience fear, shaking, and anxiety. Things change when a friend introduces her to the FUN method to help her conquer extreme shyness. Find out what happens in this book about overcoming social anxiety. Life is hard! And it's even harder…",https://books.google.com/books/content?id=hCnazQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781953399434
Unplugged Ninja,Mary Nhin,6-10,children_fiction,children,Responsible-Decision-Making,"technology,impulse-control",Ninja Life Hacks,9781637319062,Go on a magical journey with Unplugged Ninja to Vietnam. Will Unplugged Ninja stop playing on his tablets and electronics to enjoy the beautiful world? What will happen? FInd out in this new adventure into Southeast Asia! Life is hard! It's even harder for children who are just trying to figure things out. The Ninja Life Hacks book series is: Geared to kids 4-10+ Perfect for boys & girls Early…,https://books.google.com/books/content?id=bEvT0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781637319062
Diversity Ninja,Mary Nhin,6-10,children_fiction,children,Social-Awareness,"diversity,inclusion",Ninja Life Hacks,9781953399731,"Diversity Ninja shows us that regardless of differences in race, gender, ability, background, clothing, language spoken, or skin color, we are all part of the human race. Our differences are beautiful like the colors of a rainbow. Find out what happens in this diverse, anti-racist book about overcoming prejudice and racism and practicing diversity, equality, and inclusion. Life is hard! And it's…",https://books.google.com/books/content?id=1HzazQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1,1,,,,https://www.amazon.com/s?k=9781953399731
Inclusive Ninja,Mary Nhin,6-10,children_fiction,children,Social-Awareness,"inclusion,bullying,empathy",Ninja Life Hacks,9781953399564,"Inclusive Ninja shares how we can practice being inclusive of others by developing compassion. Find out what happens in this diverse, anti-bullying book about inclusion and diversity. Life is hard! And it's even harder for children who are just trying to figure things out. The new children's book series, Ninja Life Hacks, was developed to help children learn valuable life skills. Fun, pint-size…",https://books.google.com/books/content?id=k6DYzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781953399564
Grateful Ninja,Mary Nhin,6-10,children_fiction,children,Social-Awareness,"gratitude,manners",Ninja Life Hacks,9781951056407,Help children learn valuable life skills.,https://books.google.com/books/content?id=d3YjzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781951056407
Hangry Ninja,Mary Nhin,6-10,children_fiction,children,Self-Management,"impulse-control,emotions",Ninja Life Hacks,9781951056421,Help children learn valuable life skills.,https://books.google.com/books/content?id=PD7czQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781951056421
Focused Ninja,Mary Nhin,6-10,children_fiction,children,Self-Management,"organization,mindfulness,adhd",Ninja Life Hacks,9781953399755,"Whenever Focused Ninja had a task to do, or if he set his mind on accomplishing something, he had a remarkable way of staying focused until it was complete. But Focused Ninja didn't always have this wonderful capacity to concentrate. Once upon a time, he could lose his attention quite easily. Find out what happens in this comedic book about improving one's focus and attention. Life is hard! And…",https://books.google.com/books/content?id=517YzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781953399755
Calm Ninja,Mary Nhin,6-10,children_fiction,children,Self-Management,"anxiety,mindfulness",Ninja Life Hacks,9781647228026,"Interactive book of puzzles, games, and guided activities, with 100+ stickers.",https://books.google.com/books/content?id=baeIEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781647228026
Brave Ninja,Mary Nhin,6-10,children_fiction,children,Self-Awareness,"courage,confidence",Ninja Life Hacks,9781951056360,Help children learn valuable life skills.,https://books.google.com/books/content?id=Qy3YzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781951056360
Compassionate Ninja,Mary Nhin,6-10,children_fiction,children,Social-Awareness,"empathy,kindness",Ninja Life Hacks,9781951056698,"We teach our children to be kind to others, to share, but how do we teach them to be kind to themselves? Follow Compassionate Ninja in a journey to discover empathy and how important it is to not only cultivate compassion for others but self compassion, as well. Find out what happens in this book about kindness and love for all. Life is hard! And it's even harder for children who are just trying…",https://books.google.com/books/content?id=ErXazQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781951056698
Confident Ninja,Mary Nhin,6-10,children_fiction,children,Self-Awareness,"self-esteem,confidence",Ninja Life Hacks,9781951056483,Find out what happens in this comedic book about overcoming low self esteem and poor self confidence.,https://books.google.com/books/content?id=k052zgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781951056483
Patient Ninja,Mary Nhin,6-10,children_fiction,children,Self-Management,"impulse-control,frustration",Ninja Life Hacks,9781637314227,"Join in on a fun adventure with the Ninjas on Halloween and find out how a little patience goes a long way! Other ninjas may start to panic, But I stay calm and cool. Because I know thinking before acting Is always a great life rule. Life is tough. But so are you! The children's book series, Ninja Life Hacks, was developed to help children learn valuable life skills. Fun, pint-size characters in…",https://books.google.com/books/content?id=RzBqzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781637314227
Organized Ninja,Mary Nhin,6-10,children_fiction,children,Self-Management,organization,Ninja Life Hacks,9781953399335,"Organized Ninja has a secret weapon he uses against messy habits and disorganization. Find out what happens in this comedic book about the power of the 3 Cs. Life is hard! And it's even harder for children who are just trying to figure things out. The new children's book series, Ninja Life Hacks, was developed to help children learn valuable life skills. Fun, pint-size characters in comedic books…",https://books.google.com/books/content?id=mOTfzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781953399335
Communication Ninja,Mary Nhin,6-10,children_fiction,children,Relationship-Skills,"communication,social-skills",Ninja Life Hacks,9781951056674,"Communication Ninja helps Angry Ninja communicate BIG feelings and shares how active listening leads to better understanding. Find out what happens in this comedic book about listening and communicating effectively. Life is hard! And it's even harder for children who are just trying to figure things out. The new children's book series, Ninja Life Hacks, was developed to help children learn…",https://books.google.com/books/content?id=OX5tzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781951056674
Stressed Ninja,Mary Nhin,6-10,children_fiction,children,Self-Management,"stress,anxiety",Ninja Life Hacks,9781951056650,Stressed Ninja shows us how we can use a simple grounding technique to reduce stress in our everyday lives. Find out what happens in this Ninja Life Hacks book about dealing with stress and anxiety.,https://books.google.com/books/content?id=scRizgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781951056650
Smart Ninja,Mary Nhin,6-10,children_fiction,children,Self-Management,growth-mindset,Ninja Life Hacks,9781953399366,"Smart Ninja learns a big lesson about what breeds success and it's not what he initially thinks. Soon, he trades in his fixed mindset in for a growth mindset. Find out what happens when one realizes that effort and hard work determine success more than intelligence and talent. Life is hard! And it's even harder for children who are just trying to figure things out. The new children's book series,…",https://books.google.com/books/content?id=5ev5zQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781953399366
Hopeful Ninja,Mary Nhin,6-10,children_fiction,children,Self-Awareness,"optimism,resilience",Ninja Life Hacks,9781953399373,Hopeful Ninja's thoughts were not always so hopeful. It's isn't until she's introduced to a great exercise to reframe her mind that her thinking begins to change for the better. Find out what happens in this Ninja Life Hacks book about finding the silver lining in every situation. Life is hard! And it's even harder for children who are just trying to figure things out. The new children's book…,https://books.google.com/books/content?id=h-76zQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781953399373
Worry Ninja,Mary Nhin,6-10,children_fiction,children,Self-Management,"anxiety,stress",Ninja Life Hacks,9781953399076,Help children learn valuable life skills.,https://books.google.com/books/content?id=HIBtzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781953399076
Emotionally Intelligent Ninja,Mary Nhin,6-10,children_fiction,children,Self-Awareness,"emotions,emotional-literacy",Ninja Life Hacks,9781637310038,"Emotionally Intelligent Ninja shows us how to develop emotional intelligence (EQ) by accepting, managing, and expressing emotions. -- Amazon.com.",https://books.google.com/books/content?id=uqkAzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781637310038
Growth Mindset Ninja,Mary Nhin,6-10,children_fiction,children,Self-Management,growth-mindset,Ninja Life Hacks,9781647228101,"Growth Mindset Ninja aims high in this mindful interactive book filled with creative activities, games, and strategies that help kids grow their brains! Life is tough! But so are the kids trying to figure out their BIG emotions and complicated feelings. Growth Mindset Ninja Activity Book features one of the most popular characters from the bestselling book series Ninja Life Hacks in a fun…",https://books.google.com/books/content?id=caeIEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781647228101
Zen Ninja,Mary Nhin,6-10,children_fiction,children,Self-Management,mindfulness,Ninja Life Hacks,9781637310205,"What do you do when it seems the world is crashing down on you? Follow Zen Ninja's Five Star Breathing and you'll find your zen in no time. Find out what happens in this comedic book about developing your zen. Life is hard! And it's even harder for children who are just trying to figure things out. The new children's book series, Ninja Life Hacks, was developed to help children learn valuable…",https://books.google.com/books/content?id=o98dzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781637310205
Hard-Working Ninja,Mary Nhin,6-10,children_fiction,children,Responsible-Decision-Making,"responsibility,resilience",Ninja Life Hacks,9781637310458,"How do you develop a hard work ethic? Hard-working Ninja finds out you have to value a hard work ethic first! Find out what happens in this new Ninja Life Hacks story about working hard. Life is hard! It's even harder for children who are just trying to figure things out. The new children's book series, Ninja Life Hacks, was developed to help children learn valuable life skills. Fun, pint-size…",https://books.google.com/books/content?id=mCsJ0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781637310458
Humble Ninja,Mary Nhin,6-10,children_fiction,children,Self-Awareness,"self-acceptance,gratitude",Ninja Life Hacks,9781637310809,"Humble Ninja learns how to be more humble. Find out what happens in this comedic book about developing humility. Life is hard! And it's even harder for children who are just trying to figure things out. The new children's book series, Ninja Life Hacks, was developed to help children learn valuable life skills. Fun, pint-size characters in comedic books easy enough for young readers, yet witty…",https://books.google.com/books/content?id=EZsrzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781637310809
Sharing Ninja,Mary Nhin,6-10,children_fiction,children,Relationship-Skills,"sharing,cooperation",Ninja Life Hacks,9781637310564,"Sharing Ninja learns how to share with the help of his buddy. Find out what happens in this comedic book about combating selfishness and considering others' feelings. Life is hard! And it's even harder for children who are just trying to figure things out. The new children's book series, Ninja Life Hacks, was developed to help children learn valuable life skills. Fun, pint-size characters in…",https://books.google.com/books/content?id=mt47zgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781637310564
Sad Ninja,Mary Nhin,6-10,children_fiction,children,Self-Management,"sadness,grief,loss",Ninja Life Hacks,9781637310922,"Sad Ninja deals with the loss of his grandmother and his parents getting a divorce. Find out what happens in this SEL book about accepting sad feelings like loss and grief. Life is hard! And it's even harder for children who are just trying to figure things out. The new children's book series, Ninja Life Hacks, was developed to help children learn valuable life skills. Fun, pint-size characters…",https://books.google.com/books/content?id=nps3zgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781637310922
Listening Ninja,Mary Nhin,6-10,children_fiction,children,Relationship-Skills,"communication,social-skills",Ninja Life Hacks,9781637311134,"How do you teach a child to listen? In this comedic book, Listening Ninja learns how to listen with her eyes and ears. Life is hard! And it's even harder for children who are just trying to figure things out. The new children's book series, Ninja Life Hacks, was developed to help children learn valuable life skills. Fun, pint-size characters in comedic books easy enough for young readers, yet…",https://books.google.com/books/content?id=qQpWzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781637311134
Lonely Ninja,Mary Nhin,6-10,children_fiction,children,Relationship-Skills,"friendship,social-skills",Ninja Life Hacks,9781637311417,"Nhin was inspired to write a book to help children that are experiencing feelings of loneliness caused by the pandemic and beyond. Lonely Ninja was feeling isolated. He felt blue without anyone to lean on. Find out what happens in this SEL book about loneliness. Life is hard! And it's even harder for children who are just trying to figure things out. The new children's book series, Ninja Life…",https://books.google.com/books/content?id=aURVzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781637311417
Self-Disciplined Ninja,Mary Nhin,6-10,children_fiction,children,Self-Management,"impulse-control,responsibility",Ninja Life Hacks,9781637311448,"Self Disciplined Ninja struggles with breaking bad habits and staying committed to goals.. Find out what happens in this comedic book about improving willpower. Life is hard! And it's even harder for children who are just trying to figure things out. The new children's book series, Ninja Life Hacks, was developed to help children learn valuable life skills. Fun, pint-size characters in comedic…",https://books.google.com/books/content?id=eBxkzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781637311448
Caring Ninja,Mary Nhin,6-10,children_fiction,children,Social-Awareness,"empathy,kindness",Ninja Life Hacks,9781637311547,"How do you teach a child to care and have compassion? Caring Ninja learns how to care and empathize with others. Find out what happens in this comedic children's book about caring. Life is hard! And it's even harder for children who are just trying to figure things out. The new children's book series, Ninja Life Hacks, was developed to help children learn valuable life skills. Fun, pint-size…",https://books.google.com/books/content?id=qlIn0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781637311547
Curious Ninja,Mary Nhin,6-10,children_fiction,children,Self-Management,"growth-mindset,resilience",Ninja Life Hacks,9781637311578,"We've all heard the dreaded words, ""I'm bored."" How do we teach our children to entertain themselves? Curious Ninja may be able to help! Find out what happens in this children's book about battling boredom. Life is hard! And it's even harder for children who are just trying to figure things out. The new children's book series, Ninja Life Hacks, was developed to help children learn valuable life…",https://books.google.com/books/content?id=1Ez-zgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781637311578
Nervous Ninja,Mary Nhin,6-10,children_fiction,children,Self-Management,"anxiety,fear",Ninja Life Hacks,9781637311783,"""Do you have a child who experiences nervousness or symptoms of anxiety? Nervous Ninja knows exactly what stress and worry feels like and finds a sweet solution. Find out what happens in this fun social emotional learning SEL book about calming your anxiety and worries.""--Amazon website.",https://books.google.com/books/content?id=OMmEzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781637311783
Problem-Solving Ninja,Mary Nhin,6-10,children_fiction,children,Responsible-Decision-Making,"choices,resilience",Ninja Life Hacks,9781637311776,"Problem Solving Ninja learns how to find solutions using a newly found tool. Find out what happens in this STEM book about developing skills to problem solve. Life is hard! And it's even harder for children who are just trying to figure things out. The new children's book series, Ninja Life Hacks, was developed to help children learn valuable life skills. Fun, pint-size characters in comedic…",https://books.google.com/books/content?id=yutpzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781637311776
Motivated Ninja,Mary Nhin,6-10,children_fiction,children,Responsible-Decision-Making,"responsibility,growth-mindset",Ninja Life Hacks,9781637311967,"What motivates us to do things? Motivation Ninja learns all about how motivation is cultivated in this comedic book for kids by Mary Nhin. Find out what happens in this Ninja Life Hacks book about developing motivation.. Life is hard! And it's even harder for children who are just trying to figure things out. The new children's book series, Ninja Life Hacks, was developed to help children learn…",https://books.google.com/books/content?id=Y-9yzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781637311967
Jealous Ninja,Mary Nhin,6-10,children_fiction,children,Self-Management,"jealousy,emotions",Ninja Life Hacks,9781637312117,"""Do you have a child who is experiencing envy or jealousy? ""It's not fair!"" is an often used phrase when children are feeling jealous. Whether it's social or sibling jealousy, this natural emotion can cause anger, anxiety, and even sadness. Jealous Ninja learns how to change a SMALL mindset into a BIG mindset. Find out how to deal with that green-eyed monster in this Ninja Life Hacks story by…",https://books.google.com/books/content?id=RrXezwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781637312117
Impulsive Ninja,Mary Nhin,6-10,children_fiction,children,Self-Management,impulse-control,Ninja Life Hacks,9781637312148,"""Impulsive Ninja learns how to use an underused superpower to respond to frustration, anger, and criticism. Children without impulse control act or talk before they think, often unable to control their initial response to a situation. The ability to self-regulate is absent and they don't pause to think about future consequences. Impulsivity is related to acting without thought. As a result,…",https://books.google.com/books/content?id=hybrzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781637312148
Integrity Ninja,Mary Nhin,6-10,children_fiction,children,Responsible-Decision-Making,"integrity,honesty",Ninja Life Hacks,9781637312292,"Teaching your children good values and integrity is one of the gifts that you can give them that they will keep for the rest of their lives. In this story, ​​​​​​​Integrity Ninja shares how Integrity never goes out of style. Life is tough. But so are you! The new children's book series, Ninja Life Hacks, was developed to help children learn valuable life skills. Fun, pint-size characters in…",https://books.google.com/books/content?id=bD_6zgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781637312292
Frustrated Ninja,Mary Nhin,6-10,children_fiction,children,Self-Management,"frustration,anger",Ninja Life Hacks,9781637312322,"How do we help our children when they are experiencing HOT emotions like frustration? The starting point is to acknowledge and accept that the feelings are there. And then, we can begin to respond to them in a calm manner. Frustrated Ninja gets really HOT and bothered by BIG emotions! Find out how Frustrated Ninja recognizes the flames and cools down before it's too late! Life is tough. But so…",https://books.google.com/books/content?id=js-czgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781637312322
Disappointed Ninja,Mary Nhin,6-10,children_fiction,children,Self-Management,disappointment,Ninja Life Hacks,9781637312384,Information for children about dealing with disappointment.,https://books.google.com/books/content?id=DgCWzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,,,,,https://www.amazon.com/s?k=9781637312384
